HAR1B	NaN	1.468803115
PPDPF	NaN	1.468803115
SLC17A9	NaN	1.468803115
TNFRSF6B	NaN	1.468803115
CTU2	NaN	1.380527385
PABPN1L	NaN	1.380527385
C16ORF91	NaN	1.29657048
C1QTNF8	NaN	1.29657048
LOC146336	NaN	1.29657048
PTX4	NaN	1.29657048
RPS2P17	NaN	1.29657048
SNORA10	NaN	1.29657048
LOC100128788	NaN	1.277641867
LOC643446	NaN	1.277641867
LOC652276	NaN	1.277641867
MLST8	NaN	1.277641867
PRSS41	NaN	1.277641867
SNORD60	NaN	1.277641867
TMPRSS8P	NaN	1.277641867
ZG16B	NaN	1.277641867
MPV17L2	NaN	1.260919831
POC1A	NaN	1.237282765
RPL29P11	NaN	1.237282765
SNORD19	NaN	1.237282765
SNORD19B	NaN	1.237282765
SNORD69	NaN	1.237282765
CPT1B	NaN	1.23498541
RABL2B	NaN	1.23498541
RPL23AP82	NaN	1.23498541
CDHR4	NaN	1.233352216
GMPPB	NaN	1.233352216
LOC646498	NaN	1.233352216
NDUFAF3	NaN	1.233352216
FAM92B	NaN	1.231962624
SCARNA16	NaN	1.224484386
SNORD1B	NaN	1.224484386
SNORD1C	NaN	1.224484386
ATP5L2	NaN	1.220264293
RRP7B	NaN	1.220264293
SERHL2	NaN	1.220264293
EIF4A1P4	NaN	1.211602364
GPS2	NaN	1.211602364
KDM6B	NaN	1.211602364
NEURL4	NaN	1.211602364
RPL29P2	NaN	1.211602364
SCARNA21	NaN	1.211602364
SNORA48	NaN	1.211602364
SNORD10	NaN	1.211602364
TNFSF12-TNFSF13	NaN	1.211602364
WRAP53	NaN	1.211602364
C12ORF27	NaN	1.207130602
SPPL3	NaN	1.207130602
CENPBD1	NaN	1.206824252
SNORD68	NaN	1.206824252
METRNL	NaN	1.204930012
ARRDC5	NaN	1.204249908
HDGFRP2	NaN	1.204249908
LOC407835	NaN	1.204249908
PLIN3	NaN	1.204249908
PLIN4	NaN	1.204249908
PLIN5	NaN	1.204249908
LOC150197	NaN	1.203702709
PI4KAP1	NaN	1.203702709
5-Sep	NaN	1.203702709
C19ORF71	NaN	1.20358352
C19ORF77	NaN	1.20358352
CELF5	NaN	1.20358352
SNORD37	NaN	1.20358352
LOC440926	NaN	1.194956371
SRP9L1	NaN	1.194956371
CARNS1	NaN	1.193276806
GPR152	NaN	1.193276806
KDM2A	NaN	1.193276806
ZBTB9	NaN	1.192171222
LOC119358	NaN	1.189219304
PPM1N	NaN	1.189219304
FAM195A	NaN	1.188374611
HBA2	NaN	1.188374611
MSLNL	NaN	1.188374611
NCRNA00235	NaN	1.188374611
NPRL3	NaN	1.188374611
PRR25	NaN	1.188374611
TMEM8A	NaN	1.188374611
RESP18	NaN	1.186811021
CHTF8	NaN	1.18637751
LOC645332	NaN	1.180729635
NUDT8	NaN	1.180729635
UNC93B6	NaN	1.180729635
RSPH9	NaN	1.180572131
FLJ37453	NaN	1.177615811
MST1P9	NaN	1.177615811
APOBEC3H	NaN	1.177467208
LOC400927	NaN	1.177467208
LOC646851	NaN	1.177467208
SUN2	NaN	1.177467208
C8ORFK29	NaN	1.177277639
LOC652460	NaN	1.177277639
LRRC24	NaN	1.177277639
RPL8P2	NaN	1.177277639
SCXA	NaN	1.177277639
CDK12	NaN	1.176984318
CWC25	NaN	1.176984318
FBXO47	NaN	1.176984318
RPL19P12	NaN	1.176984318
RBM12	NaN	1.174502715
TMEM150A	NaN	1.172859965
LOC389791	NaN	1.171540466
RPL12P6	NaN	1.171540466
C22ORF43	NaN	1.169217937
DDTL	NaN	1.169217937
GSTTP2	NaN	1.169217937
LOC284890	NaN	1.169217937
LOC391322	NaN	1.169217937
MIF	NaN	1.169217937
POM121L9P	NaN	1.169217937
ZDHHC8P1	NaN	1.169217937
TEX19	NaN	1.169135388
CATSPER4	NaN	1.167640706
LIN28A	NaN	1.167640706
LOC646471	NaN	1.167640706
DCAF7	NaN	1.166208147
GH1	NaN	1.166208147
SNORA76	NaN	1.166208147
TACO1	NaN	1.166208147
TCAM1P	NaN	1.166208147
TFAMP1	NaN	1.166058317
UNCX	NaN	1.166058317
MSX2P1	NaN	1.165349967
ABHD15	NaN	1.164589813
RPL23AP65	NaN	1.164589813
SNORD42A	NaN	1.164589813
SNORD42B	NaN	1.164589813
SNORD4A	NaN	1.164589813
SNORD4B	NaN	1.164589813
KRT16P2	NaN	1.164545121
KRT17P3	NaN	1.164545121
LOC730144	NaN	1.164545121
C17ORF106	NaN	1.164349865
LOC100130933	NaN	1.164349865
C11ORF95	NaN	1.164136005
LOC391358	NaN	1.164136005
NAA40	NaN	1.164136005
SNORD12B	NaN	1.163735758
C6ORF126	NaN	1.159576014
C6ORF127	NaN	1.159576014
RPL10AP9	NaN	1.159576014
CALM3	NaN	1.159376433
P2RX6P	NaN	1.157187601
POM121L8P	NaN	1.157187601
GSDMA	NaN	1.156907086
PGAP3	NaN	1.156907086
SNORD124	NaN	1.156907086
HAUS8	NaN	1.156446444
RPL18A	NaN	1.156446444
LOC100130009	NaN	1.155664041
RPS10P7	NaN	1.155664041
DCAF5	NaN	1.155568896
EXD2	NaN	1.155568896
RBMS2P1	NaN	1.155111614
SNORD59B	NaN	1.155111614
LOC100133760	NaN	1.154580293
SNORA77	NaN	1.154580293
HOXC6	NaN	1.15455337
LOC100240734	NaN	1.15455337
LOC100240735	NaN	1.15455337
LOC644037	NaN	1.15455337
KDM2B	NaN	1.153913256
C5ORF53	NaN	1.153501719
VDAC1P1	NaN	1.152626187
LOC100133944	NaN	1.149937836
C17ORF104	NaN	1.149833939
SH3D20	NaN	1.149833939
GLYR1	NaN	1.148325525
LOC342346	NaN	1.148325525
TIMM16	NaN	1.148325525
NWD1	NaN	1.147210021
LOC284685	NaN	1.146457993
SNORD125	NaN	1.146457993
UQCR10	NaN	1.146457993
UCKL1AS	NaN	1.142471629
DNM1P35	NaN	1.142160868
FBXO22OS	NaN	1.142160868
GOLGA6D	NaN	1.142160868
C17ORF105	NaN	1.140236079
AGPHD1	NaN	1.138939825
SH2D7	NaN	1.138939825
LOC100131426	NaN	1.137603045
PRR24	NaN	1.137454351
SNAR-E	NaN	1.137454351
SNORD23	NaN	1.137454351
TPRX1	NaN	1.137454351
EXD1	NaN	1.137327047
JMJD7-PLA2G4B	NaN	1.137327047
FAM193B	NaN	1.135662402
LOC728666	NaN	1.135662402
PFN3	NaN	1.135662402
MTOR	NaN	1.135603856
FAM193A	NaN	1.135538641
HAUS3	NaN	1.135538641
LOC644006	NaN	1.135538641
ASPDH	NaN	1.135352924
SNAR-B1	NaN	1.135352924
SNAR-B2	NaN	1.135352924
SNAR-D	NaN	1.135352924
SNAR-F	NaN	1.135352924
SNORD88A	NaN	1.135352924
C9ORF172	NaN	1.134887617
LCN15	NaN	1.134887617
LCNL1	NaN	1.134887617
LOC100131193	NaN	1.134887617
LOC26102	NaN	1.134887617
SNORA17	NaN	1.134887617
MRPL42P5	NaN	1.133428396
PHGR1	NaN	1.133428396
C16ORF93	NaN	1.132064377
LOC100271831	NaN	1.132064377
LOC388242	NaN	1.132064377
LOC613037	NaN	1.132064377
LOC613038	NaN	1.132064377
DCAF15	NaN	1.131963049
MRI1	NaN	1.131963049
C2ORF85	NaN	1.131903334
LOC728323	NaN	1.131903334
THAP4	NaN	1.131903334
CDHR5	NaN	1.130733279
IFITM5	NaN	1.130733279
LOC143666	NaN	1.130733279
RPLP2P3	NaN	1.130733279
SCGB1C1	NaN	1.130733279
SNORA52	NaN	1.130733279
TALDO1	NaN	1.130733279
C1ORF130	NaN	1.130200721
NIPAL3	NaN	1.130200721
PNRC2	NaN	1.130200721
SFRS13A	NaN	1.130200721
C1QL4	NaN	1.130180216
LOC100286844	NaN	1.130180216
LOC283332	NaN	1.130180216
NCKAP5L	NaN	1.130180216
RACGAP1P	NaN	1.130180216
PI4KAP2	NaN	1.129557286
RIMBP3C	NaN	1.129557286
CD164L2	NaN	1.124170073
TRNP1	NaN	1.124170073
C19ORF35	NaN	1.123222355
TMPRSS9	NaN	1.123222355
C1ORF189	NaN	1.122692062
RPS27P13	NaN	1.122692062
C1ORF230	NaN	1.120872675
CELF3	NaN	1.120872675
GABPB2	NaN	1.120872675
C8ORF86	NaN	1.120167166
C22ORF46	NaN	1.119595653
CYP2D7P1	NaN	1.119595653
LOC339674	NaN	1.119595653
LOC389901	NaN	1.119595653
PPPDE2	NaN	1.119595653
LOC728416	NaN	1.119512213
SPINK8	NaN	1.119512213
TMEM89	NaN	1.119512213
TREX1	NaN	1.119512213
POM121L1P	NaN	1.1181001
FTHL3	NaN	1.118094013
LRRC10B	NaN	1.118094013
RPLP0P6	NaN	1.118094013
SCGB1D4	NaN	1.118094013
C16ORF90	NaN	1.117043441
CES8	NaN	1.11600133
KIAA0895L	NaN	1.11600133
FITM2	NaN	1.115717935
PPIAL3	NaN	1.115533807
SNORA9	NaN	1.115533807
FAM189B	NaN	1.114625354
GBAP1	NaN	1.114625354
MSTO2P	NaN	1.114625354
BAT2L1	NaN	1.114091162
LOC441089	NaN	1.114091162
SNORD62B	NaN	1.114091162
CCDC159	NaN	1.113620333
TMEM205	NaN	1.113620333
ZNF433	NaN	1.113620333
ZNF69	NaN	1.113620333
SCARNA14	NaN	1.112564224
SNORD16	NaN	1.112564224
SNORD18C	NaN	1.112564224
C19ORF73	NaN	1.112099494
C19ORF76	NaN	1.112099494
CGB1	NaN	1.112099494
CGB2	NaN	1.112099494
CGB7	NaN	1.112099494
FTLP2	NaN	1.112099494
RPL13AP7	NaN	1.112099494
SNAR-G1	NaN	1.112099494
SNAR-G2	NaN	1.112099494
SNORD33	NaN	1.112099494
SNORD34	NaN	1.112099494
SNORD35B	NaN	1.112099494
LOC100130902	NaN	1.110598648
RXFP4	NaN	1.110175633
SCARNA4	NaN	1.110175633
TTC24	NaN	1.110175633
VHLL	NaN	1.110175633
ESRP2	NaN	1.109929877
NRN1L	NaN	1.109929877
HMGB3L1	NaN	1.109471386
ANAPC16	NaN	1.10856851
C10ORF105	NaN	1.10856851
PRO0611	NaN	1.107946811
SERINC2	NaN	1.107946811
SNORD103B	NaN	1.107946811
SNORD85	NaN	1.107946811
C17ORF107	NaN	1.106851861
INCA1	NaN	1.106851861
C5ORF62	NaN	1.106742205
SLC36A2	NaN	1.106742205
SLC36A3	NaN	1.106742205
SLC22A20	NaN	1.105712658
SPDYC	NaN	1.105712658
HLA-DRB5	NaN	1.104672431
LOC100133678	NaN	1.104672431
ASTL	NaN	1.104171768
LOC653924	NaN	1.104171768
NEURL3	NaN	1.104171768
IL31	NaN	1.104125763
CDK18	NaN	1.103594322
NUAK2	NaN	1.103594322
TMEM81	NaN	1.103594322
LOC152845	NaN	1.102446349
XKR7	NaN	1.102446349
LOC100133042	NaN	1.102207402
LOC678655	NaN	1.102207402
RPL13P5	NaN	1.102207402
SCARNA10	NaN	1.102207402
SCARNA11	NaN	1.102207402
SCARNA12	NaN	1.102207402
CD300E	NaN	1.100824741
CD300LD	NaN	1.100824741
FADS6	NaN	1.100824741
OTOP3	NaN	1.100824741
KRTAP10-1	NaN	1.100707403
KRTAP10-10	NaN	1.100707403
KRTAP10-2	NaN	1.100707403
KRTAP10-3	NaN	1.100707403
KRTAP10-4	NaN	1.100707403
KRTAP10-5	NaN	1.100707403
KRTAP10-6	NaN	1.100707403
KRTAP10-7	NaN	1.100707403
KRTAP10-8	NaN	1.100707403
KRTAP10-9	NaN	1.100707403
KRTAP12-1	NaN	1.100707403
KRTAP12-2	NaN	1.100707403
KRTAP12-3	NaN	1.100707403
KRTAP12-4	NaN	1.100707403
C19ORF38	NaN	1.10034795
C3P1	NaN	1.10034795
PPAN-P2RY11	NaN	1.10034795
SNORD105	NaN	1.10034795
SNORD105B	NaN	1.10034795
ZGLP1	NaN	1.10034795
LOC100128573	NaN	1.099808842
LOC100134199	NaN	1.099808842
MBD3L3	NaN	1.099808842
LOC100133673	NaN	1.099420343
LOC388387	NaN	1.099420343
C16ORF92	NaN	1.097893175
GIYD2	NaN	1.097893175
LOC606724	NaN	1.097893175
RRN3P2	NaN	1.097893175
SLC7A5P1	NaN	1.097893175
ZG16	NaN	1.097893175
LOC100127888	NaN	1.096364457
C6ORF222	NaN	1.095433176
C6ORF132	NaN	1.095268245
C6ORF226	NaN	1.095268245
RPL7P46	NaN	1.095268245
PKDCC	NaN	1.094479071
CPSF7	NaN	1.094176596
LOC649034	NaN	1.094176596
MS4A10	NaN	1.094176596
MS4A13	NaN	1.094176596
PGA5	NaN	1.094176596
SDHAF2	NaN	1.094176596
RPL35P2	NaN	1.093465825
SCAI	NaN	1.093465825
CATSPER2P1	NaN	1.093429004
LOC728758	NaN	1.093429004
PPIP5K1	NaN	1.093429004
SERINC4	NaN	1.093429004
STRCP1	NaN	1.093429004
IL28B	NaN	1.093276121
LEUTX	NaN	1.093276121
LOC100129935	NaN	1.093276121
NCCRP1	NaN	1.093276121
PAPL	NaN	1.093276121
RINL	NaN	1.093276121
RPS16P10	NaN	1.093276121
SELV	NaN	1.093276121
RNU86	NaN	1.092676526
SNORD43	NaN	1.092676526
SNORD83B	NaN	1.092676526
TAB1	NaN	1.092676526
AAGAB	NaN	1.092654528
LBXCOR1	NaN	1.092654528
NAA25	NaN	1.091721364
HK2P1	NaN	1.091486854
LBX2	NaN	1.091486854
LOC151534	NaN	1.091486854
MOGS	NaN	1.091486854
WBP1	NaN	1.091486854
C2ORF48	NaN	1.090834905
EMR4P	NaN	1.090745094
LOC653879	NaN	1.090745094
MBD3L4	NaN	1.090745094
MBD3L5	NaN	1.090745094
LY6G5B	NaN	1.090162557
MCCD1	NaN	1.090162557
MSH5	NaN	1.090162557
SNORA38B	NaN	1.090162557
SNORD48	NaN	1.090162557
SNORD84	NaN	1.090162557
SNORD67	NaN	1.090155583
VIPAR	NaN	1.089636108
HINFP	NaN	1.089394977
MFRP	NaN	1.089394977
RPL23AP64	NaN	1.089394977
HES3	NaN	1.087323773
LOC652798	NaN	1.086738092
FAM13B	NaN	1.086427594
KDM3B	NaN	1.086427594
SNORD63	NaN	1.086427594
ARGFXP2	NaN	1.086046384
LOC646030	NaN	1.086046384
MFSD2A	NaN	1.085003777
LOC729992	NaN	1.084884116
KLHL30	NaN	1.084833624
LOC643387	NaN	1.084833624
RBM44	NaN	1.084833624
AKNAD1	NaN	1.084264938
MYBPHL	NaN	1.084264938
NRADDP	NaN	1.083988677
PRR15L	NaN	1.083867611
SRRM3	NaN	1.083619966
ZP3	NaN	1.083619966
ECSCR	NaN	1.082979867
LOC389333	NaN	1.082979867
SPATA24	NaN	1.082979867
ARL17B	NaN	1.082952773
LOC100130148	NaN	1.082952773
LOC644172	NaN	1.082952773
ARHGAP40	NaN	1.082646378
RALGAPB	NaN	1.082646378
DPCD	NaN	1.080835827
KDM1A	NaN	1.0799315
PPIEL	NaN	1.079839471
SNORA55	NaN	1.079839471
LOC642954	NaN	1.079468151
MTMR9L	NaN	1.079468151
ZBTB8A	NaN	1.079468151
ZBTB8B	NaN	1.079468151
OSCP1	NaN	1.077233075
LOC390858	NaN	1.076030376
LOC442041	NaN	1.076030376
EIF3CL	NaN	1.075791065
RABEP2	NaN	1.075791065
LOC440461	NaN	1.075733342
LOC645870	NaN	1.075389914
SSSCA1	NaN	1.075389914
SIK3	NaN	1.074756955
TBPL2	NaN	1.074400722
SCARNA6	NaN	1.074192618
IGFL3	NaN	1.073694446
IGFL4	NaN	1.073694446
MYPOP	NaN	1.073694446
RSPH6A	NaN	1.073694446
KBTBD12	NaN	1.071347431
C7ORF70	NaN	1.06807124
GRID2IP	NaN	1.06807124
LOC100133775	NaN	1.06807124
PMS2CL	NaN	1.06807124
STAG3L3	NaN	1.06807124
FLJ45340	NaN	1.066492081
KCP	NaN	1.066492081
TPI1P2	NaN	1.066492081
RPS15P5	NaN	1.065977586
UQCR11	NaN	1.065977586
C14ORF165	NaN	1.065944067
DCAF11	NaN	1.065944067
DHRS4L1	NaN	1.065944067
DHRS4L2	NaN	1.065944067
FITM1	NaN	1.065944067
KHNYN	NaN	1.065944067
MDP1	NaN	1.065944067
NYNRIN	NaN	1.065944067
ANP32D	NaN	1.065537331
LOC399942	NaN	1.065537331
OR8S1	NaN	1.065537331
SNORA2A	NaN	1.065537331
SNORA34	NaN	1.065537331
C9ORF139	NaN	1.065444654
C9ORF173	NaN	1.065444654
ENTPD8	NaN	1.065444654
