WDR78	3.094121596
NBPF1	1.431363764
ELAVL4	2.839478047
HIVEP3	3.611404638
RERE	3.428782511
OMA1	2.392696953
SLC44A5	3.203304916
TTF2	3.12904506
CDC14A	3.300595484
EPHX4	2.399673721
TPR	3.365113432
PRG4	2.891537458
F5	3.372912003
EFCAB2	0
OBSCN	1.903089987
CAMTA1	3.50731604
PRKCZ	2.587710965
PRDM16	3.682235357
ACOT7	2.5132176
DNAJC16	3.551083865
PEX14	2.889301703
DHRS3	2.63447727
PAX7	3.595275712
TMCO4	2.918030337
EPHB2	3.245759356
HP1BP3	3.326335861
ARHGEF10L	2.695481676
LDLRAD2	3.478133428
LCK	2.653212514
NKAIN1	3.292034436
SRSF4	2.828015064
MRPS15	1.447158031
ZMYM4	3.35564305
MEAF6	3.183269844
RIMS3	3.766264091
ST3GAL3	2.981365509
MAST2	1.770852012
LEPRE1	2.559906625
AGBL4	3.120244796
LOC388630	3.730378469
C1orf185	2.494154594
ZFYVE9	2.668385917
SSBP3	2.785329835
DAB1	4.106870544
LOC100507564	0
FGGY	2.167317335
RAVER2	3.351603072
PDE4B	3.279210513
DOCK7	2.838219222
FPGT-TNNI3K	2.654176542
NEGR1	3.653694795
LRRC7	3.204662512
ZRANB2	3.385427515
ZRANB2-AS1	0
LOC100289178	0
ST6GALNAC3	3.33825723
AK5	3.113943352
GTF2B	2.760422483
ZNF644	3.175801633
COL24A1	3.118595365
TMEM56	3.758760544
MTF2	3.312811826
DPYD	3.090963077
TMEM56-RWDD3	2.847572659
VAV3	3.336859821
KCND3	2.390935107
EPS8L3	2.494154594
HIPK1	3.639287226
SLC22A15	3.469380136
SPAG17	4.005823753
LOC728855	0
PDE4DIP	3.01494035
CELF3	3.697578034
GOLPH3L	3.32159843
FAM91A2	0
KCNN3	4.021644036
RIT1	3.411451342
IGSF8	2.685741739
ARHGEF11	3.06483222
KIRREL	2.970811611
IFI16	2.40654018
CD247	3.017867719
NOS1AP	3.407730728
RGS5	3.702775078
LMX1A	3.304059466
ASTN1	3.50758604
KLHL20	3.163161375
RABGAP1L	2.456366033
SWT1	2.990782692
CEP350	3.57054294
KIF21B	3.673020907
LOC100131234	5.11202824
HHAT	3.282848603
ETNK2	3.050379756
DSTYK	3.703807065
ESRRG	3.567496891
SPATA17	3.632356046
CENPF	2.890979597
USH2A	3.460597189
CDC42BPA	3.64384731
DNAH14	1.414973348
SIPA1L2	3.065206128
GNG4	3.645913275
C1orf96	3.626443025
LOC339529	0
CHRM3	2.28780173
RYR2	3.127752516
RGS7	2.810904281
SMYD3	2.350248018
ZNF124	3.277379975
LOC100133331	0
ATAD3A	2.789580712
UBE2J2	3.111262514
CDK11B	1.431363764
SKI	3.537693194
TTC34	0
WRAP73	2.320146286
C1orf174	2.918030337
MEGF6	3.412796429
CCDC27	2.089905111
AJAP1	3.968155937
NPHP4	2.658964843
KCNAB2	3.418301291
CHD5	3.652633068
ESPN	2.902546779
TAS1R1	2.240549248
ERRFI1	3.173768823
SPSB1	3.291590826
SLC2A5	2.80685803
PIK3CD	3.315760491
UBE4B	3.108226656
NMNAT1	3.44684771
KIF1B	3.700444101
MASP2	2.559906625
CASZ1	3.368100852
MTOR	2.980003372
TNFRSF1B	3.342620043
PLOD1	2.866287339
VPS13D	3.480150725
CLCN6	3.465680212
TNFRSF8	3.224533063
MAD2L2	2.471291711
PRAMEF16	2.120573931
PRAMEF5	2.511883361
PRAMEF6	2.309630167
C1orf126	4.609071234
FHAD1	2.853698212
KAZN	3.533263517
NECAP2	3.039017322
FBXO42	2.783188691
DDI2	3.645913275
CLCNKB	2.59439255
SPEN	3.012415375
RSC1A1	0
PADI1	3.246498581
CROCC	2.727541257
ESPNP	4.461513533
PADI2	3.3586961
IGSF21	2.198657087
ACTL8	2.736396502
IFFO2	3.631646663
UBR4	2.514547753
CAPZB	2.879669206
PLA2G2D	3.33725954
LOC339505	4.838817619
PINK1	2.914343157
EIF4G3	3.011993115
ECE1	3.432809005
ALPL	2.883661435
USP48	3.048830087
LOC100506801	0
CDC42	3.154423973
ZBTB40	3.677789391
LUZP1	3.687796411
TCEA3	2.607455023
E2F2	3.538196578
PITHD1	2.932980822
IL28RA	3.564784385
CLIC4	3.529943402
NIPAL3	3.579669294
C1orf130	3.554004321
SYF2	2.996073654
STMN1	3.186956335
MAN1C1	2.990782692
TMEM57	3.241048151
TMEM50A	3.219322508
CEP85	3.180699201
RPS6KA1	2.918554531
NUDC	2.334453751
LOC644961	0
TMEM222	2.970811611
EYA3	3.615213335
WASF2	3.611298362
PPP1R8	3.088844563
AHDC1	4.115943177
EPB41	3.62838893
YTHDF2	2.915927212
TAF12	2.646403726
PHACTR4	3.582177038
PTPRU	3.061829307
PUM1	3.231979027
ZCCHC17	2.869818208
KPNA6	3.753889331
BAI2	2.482873584
RBBP4	3.813380807
YARS	2.870988814
CSMD2	3.741151599
DLGAP3	2.811575006
GJB5	2.556302501
ZMYM6	2.972665592
EIF2C3	2.856124444
KIAA0319L	3.147676324
GRIK3	3.80106053
INPP5B	3.209246849
MACF1	3.128722284
SMAP2	3.08849047
ZMPSTE24	3.180699201
TRIT1	2.851869601
SCMH1	2.998259338
KCNQ4	3.285557309
MIR5095	0
FOXJ3	3.501333179
CCDC30	2.804139432
KDM4A	3.060320029
PTPRF	3.222716471
SZT2	3.576110894
RNF220	2.977723605
C1orf228	2.276461804
ERI3	2.689308859
GPBP1L1	2.979092901
ZSWIM5	3.31196566
TESK2	2.981365509
EIF2B3	2.633468456
MMACHC	3.267875419
CYP4B1	2.72916479
KIAA0494	3.518908574
LRRC41	2.668385917
LOC100507423	0
LOC100130197	0
CMPK1	3.321184027
CYP4Z1	2.587710965
SKINTL	4.906954251
SPATA6	3.524006446
FAF1	2.250420002
BTF3L4	3.597585502
OSBPL9	3.155639634
NRD1	1.633468456
RNF11	3.32756326
RAB3B	4.078166708
EPS15	3.387033701
SCP2	2.960946196
ZCCHC11	2.819543936
SLC1A7	2.91750551
ZYG11A	3.209246849
DIO1	3.061452479
GLIS1	2.587710965
USP24	3.429267666
HEATR8-TTC4	0
ACOT11	1.204119983
HEATR8	0
C1orf177	2.770115295
PPAP2B	3.256477206
C8A	2.704150517
C1orf168	2.938519725
PRKAA2	3.88212592
LOC100131060	0
HSD52	4.172398578
CYP2J2	2.536558443
C1orf87	2.447158031
NFIA	3.873262459
KANK4	3.324899497
INADL	3.474944335
ITGB3BP	3.780893109
ATG4C	3.046104787
PGM1	2.757396029
LINC00466	5.19906645
CACHD1	3.175511813
ROR1	2.230448921
JAK1	3.127104798
AK4	3.775901579
LEPROT	3.611617111
LEPR	2.680335513
DNAJC6	3.454082271
SGIP1	3.29907126
SLC35D1	3.699751032
GNG12	3.600537294
IL12RB2	2.909556029
RPE65	2.979092901
WLS	2.240549248
DIRAS3	2.810904281
PTGER3	5.291051229
LRRC40	2.999565488
ANKRD13C	3.570075705
ZRANB2-AS2	0
LRRIQ3	2.900913068
TNNI3K	2.654176542
TYW3	3.408918021
C1orf173	3.478133428
PIGK	3.53058386
ST6GALNAC5	2.92788341
USP33	3.123524981
DNAJB4	3.027349608
MGC27382	0
ZZZ3	3.055378331
ELTD1	3.14332713
PTGFR	3.60368555
LPHN2	3.106870544
CTBS	3.27392678
SAMD13	3.010723865
TTLL7	2.770115295
PRKACB	3.504334912
MCOLN2	3.042575512
WDR63	2.149219113
DDAH1	3.472463897
LPAR3	2.64738297
HS2ST1	3.724521627
PKN2	3.448397103
LRRC8B	3.682956926
GBP7	2.600972896
GBP1P1	0
GBP3	3.020361283
LRRC8C	3.658393026
TGFBR3	3.531095547
CDC7	3.123851641
HSP90B3P	0
HFM1	2.720159303
EVI5	3.695569227
FAM69A	2.465382851
GLMN	2.123851641
KIAA1107	2.595496222
FNBP1L	3.54863506
DNTTIP2	2.595496222
CCDC18	2.404833717
BCAR3	2.653212514
DR1	3.290702243
ABCA4	2.602059991
ALG14	2.549003262
CNN3	2.898725182
PTBP2	3.216165902
LOC100129620	0
SNX7	2.568201724
LPPR5	3.451479405
AGL	3.375297738
LRRC39	2.96425963
SLC30A7	3.838786145
MIR548AI	0
OLFM3	3.222196046
COL11A1	3.191171456
MIR548H3	0
NTNG1	3.006037955
SLC25A24	3.262213705
FAM102B	3.620968436
SORT1	3.651181062
AMPD2	2.95616843
CYB561D1	3.621487865
SARS	2.469822016
AKNAD1	2.42975228
KCNA3	3.144574208
AHCYL1	3.314499228
ATP5F1	2.959041392
DENND2D	2.630427875
FAM212B	3.690639012
WNT2B	2.892094603
CAPZA1	3.172602931
PTPN22	3.039414119
MAGI3	3.563836919
CSDE1	3.099335278
TRIM33	3.68770728
SYCP1	2.545307116
DENND2C	3.011147361
